"void bubble_sort(int arr[],int n){
    for (int i = 0; i < n-1; i++)
    {
        for (int j = 0; j < n-1-i; j++)
        {
            if (arr[j+1]<arr[j])
            {
                int temp=arr[j+1];
                arr[j+1]=arr[j];
                arr[j]=temp;
            }
            
        }
        
    }
    for (int i = 0; i < n; i++)
    {
        cout<<arr[i]<<"" "";
    }
    
}"
!,@,#,$,%,U,^,&,*,(,)
same note as lecture 8.3.1
!,@,#,$,%,U,^,&,*,(,)
"There is a problem when i enter n = 6 
And arr elements as 5,6,7,3,2,1

The sorted arry gives 2,1,3,5,6,7"
!,@,#,$,%,U,^,&,*,(,)
Thank you
!,@,#,$,%,U,^,&,*,(,)
Please explain in English you mixed in Hindi cannot understand
!,@,#,$,%,U,^,&,*,(,)
"You can also do this simply with the help of a for loop like this

for (int i = 0; i < n - 1; i++)
    {
        for (int j = 0; j < n - i; j++)
        {
            if (arr[j + 1] < arr[j])
            {
                temp = arr[j + 1];
                arr[j + 1] = arr[j];
                arr[j] = temp;
            }
        }
    }"
!,@,#,$,%,U,^,&,*,(,)
"In while loop, its while(counter<n). While narrator was speaking shw said n-1. Everyone please use n and not n-1"
!,@,#,$,%,U,^,&,*,(,)
I recommend this video. I am very happy and grateful.
!,@,#,$,%,U,^,&,*,(,)
"In case, if you are stuck 
Use this:



int counter=0;
    while(counter<n-1){
        for(int i=0;i<n-counter-1;i++){
           if(arr[i]>arr[i+1]){
                int temp=arr[i];
                arr[i]=arr[i+1];
                arr[i+1]=temp;
            }
           
        }
        counter++;
    }"
!,@,#,$,%,U,^,&,*,(,)
This was really helpful. Thanks
!,@,#,$,%,U,^,&,*,(,)
What is mam's name ?
!,@,#,$,%,U,^,&,*,(,)
I love the 15 chocolate example
!,@,#,$,%,U,^,&,*,(,)
"💛❤ಧನ್ಯವಾದಗಳು❤💛
🙏💕 Thank You💕🙏
Revanasidda N Karigoudar
❤💛ರೇವಣಸಿದ್ದ ಎನ್ ಕರಿಗೌಡರ್💛❤"
!,@,#,$,%,U,^,&,*,(,)
BEST Bubble Sort VDO ever...❤
!,@,#,$,%,U,^,&,*,(,)
"little diff code for bubble sort -
#include <iostream>
using namespace std;
int main() {
    // Write C++ code here
    int n;
    cin>>n;
    int arr[n];
    
    for(int i=0;i<n;i++){
        cin>>arr[i];
    }
    for(int i=1;i<n;i++){
        for(int j=0;j<n-i;j++){
            if(arr[j]>arr[j+1]){
                int temp=arr[j+1];
                arr[j+1]=arr[j];
                arr[j]=temp;
            }
        }
    }
    for(int i=0;i<n;i++){
        cout<<arr[i]<<"" "";
    }
    

    return 0;
}"
!,@,#,$,%,U,^,&,*,(,)
I wrote the same code but it gave an error - expression must have const value in arr[n]. So what to do???
!,@,#,$,%,U,^,&,*,(,)
Why madam . U counting count plus plus
!,@,#,$,%,U,^,&,*,(,)
"int n,j,k,i;
    cin >>n;
    int arr[n];
    for(i=0;i<n;i++){
        cin>>arr[i];
    }

    for (k=n-1;k>0;k--){
        for (i=0;i<k;i++){
            j=i;
            if(arr[j]>arr[j+1]) {
                int temp;
                temp=arr[j];
                arr[j]=arr[j+1];
                arr[j+1]=temp;
            }
        }
        // to check iteration correct or not
        for(i=0;i<n;i++){
        cout<<arr[i]<<"" "";}
        cout<<endl;
    }
    for(i=0;i<n;i++){
     cout<<arr[i]<<"" "";}
        cout<<endl; bubble sort works good by this too"
!,@,#,$,%,U,^,&,*,(,)
Ye dsa ka course hain ya rajdhani express 🤔 kitna jaldi ja raha ha...
!,@,#,$,%,U,^,&,*,(,)
Thanks for this amazing tutorial
!,@,#,$,%,U,^,&,*,(,)
Awesome explanation 👌👍
!,@,#,$,%,U,^,&,*,(,)
"Please Can anyone give the explaination of last Chocolate Distribution Problem.
I'm not able to code 🥲😑"
!,@,#,$,%,U,^,&,*,(,)
Aap algo no doubt bht badia smjhate ho but code kuch bhi kyu likh dete ho same was in selection sort aggr smjha rhe ho to last me poora shi code bhi likhkrr dikha hi do
!,@,#,$,%,U,^,&,*,(,)
Code bekaar hai.. explanation bhi.....mza nhi aaya....
!,@,#,$,%,U,^,&,*,(,)
"Nice explained and easy to understand ☺️
Thank you so much mam👍"
!,@,#,$,%,U,^,&,*,(,)
I have a doubt that what is the need of bubble sort as both selection and bubble have the same time complexity and they perform the same operation any answer to this ??
!,@,#,$,%,U,^,&,*,(,)
"Bubble sort complexity - 
Time complexity - 
1. Best case - O(n) ( if array is already sorted )
2. Average case - O(n^2)
3. Worst case - O(n^2)

Space complexity - O(the number of extra variables used) if 1 extra variable  then O(1) , if 2 extra variable then O(2)."
!,@,#,$,%,U,^,&,*,(,)
"// Bubble sort
void bubble_sort(int arr[], int n){
    for(int j = n; j > 0; j--){
        for(int i = 1; i < j; i++){
            if(arr[i-1]>arr[i]){
                int temp = arr[i-1];
                arr[i-1] = arr[i];
                arr[i] = temp;
            }
        }
    }
}"
!,@,#,$,%,U,^,&,*,(,)
"di apne bola ki hume (n-1)iteration ke baad sorted array milega to is hissab se while loop (count<=n-1) tk chlna cahiye na bcz count 1 se initialize hua hai ....baaki notes mai to shi hai

    int count = 1;
    while (count <= n - 1)
    {
        for (int i = 0; i < n - count; i++)
        {
            if (array[i] > array[i + 1])
            {
                int temp = array[i];
                array[i] = array[i + 1];
                array[i + 1] = temp;
            }
        }
        count++;
    }

//Please correct me if i am wrong"
!,@,#,$,%,U,^,&,*,(,)
"#include <iostream>

using namespace std;

int main()
{
    int n;
    cout<<""enter range: "";
    cin>>n;
    
    int arr[n];
    for(int i=0;i<n;i++){
        cout<<""enter arr[""<<i<<""] "";
        cin>>arr[i];
    }
    
    for(int counter=1;counter<n;counter++){
        for(int i=0;i<n-counter;i++){
            if(arr[i+1]<arr[i]){
                int temp = arr[i];
                arr[i] = arr[i+1];
                arr[i+1] = temp;
            }
        }
    }
    
    for(int i=0;i<n;i++){
        cout<<arr[i]<<"" "";
    }cout<<endl;

    return 0;
}"
!,@,#,$,%,U,^,&,*,(,)
